"","origin","dest","dep_delay","arr_delay","visib","carrier"
"7676","DFW","EWR","<=15","<=15",0.24,"AA"
"7677","BOS","LGA","<=15","<=15",10,"B6"
"7678","DFW","EWR","<=15","<=15",0.24,"UA"
"7679","MCO","JFK","<=15","<=15",2,"DL"
"7680","ORD","LGA","<=15","30-45",2,"AA"
"7681","IAH","LGA","<=15","<=15",0.25,"DL"
"7682","CMH","EWR","<=15","<=15",3,"YX"
"7683","PIT","EWR",">60","45-60",3,"YX"
"7684","IND","EWR","<=15","<=15",0.25,"YX"
"7685","SDF","EWR","<=15","<=15",3,"YX"
"7686","IAD","EWR","<=15","<=15",3,"YX"
"7687","MCI","LGA","<=15","<=15",2,"YX"
"7688","BDL","LGA","<=15","<=15",10,"9E"
"7689","IND","JFK","<=15","<=15",2,"YX"
"7690","ROC","LGA","<=15","<=15",10,"9E"
"7691","PWM","LGA",">60",">60",10,"9E"
"7692","MKE","LGA","<=15","<=15",1,"9E"
"7693","CLE","LGA","<=15","<=15",10,"9E"
"7694","CVG","LGA","<=15","<=15",10,"9E"
"7695","MCI","LGA","<=15","<=15",1,"YX"
"7696","ORD","JFK","<=15","<=15",2,"YX"
"7697","CMH","LGA","<=15","<=15",10,"YX"
"7698","EWR","LAX","<=15","30-45",4,"AS"
"7699","JFK","SFO","<=15","<=15",8,"AS"
"7700","PDX","EWR","<=15","<=15",10,"AS"
"7701","JFK","SFO","<=15","<=15",9,"B6"
"7702","JFK","SEA","<=15","<=15",10,"AS"
"7703","JFK","SAN","<=15","<=15",10,"AS"
"7704","JFK","SFO","<=15","<=15",9,"AA"
"7705","JFK","BOS","<=15","<=15",8,"B6"
"7706","LGA","BNA","<=15","<=15",10,"WN"
"7707","JFK","CLT","<=15","<=15",10,"AA"
"7708","MCO","EWR","<=15","<=15",0.25,"NK"
"7709","LGA","MDW",">60",">60",6,"WN"
"7710","PBI","EWR","<=15","<=15",0.25,"B6"
"7711","JFK","MIA","<=15","<=15",10,"AA"
"7712","JFK","BUR","45-60","30-45",5,"B6"
"7713","LGA","MCI","<=15","<=15",10,"WN"
"7714","BOS","JFK","<=15","<=15",2,"B6"
"7715","EWR","SNA","<=15","15-30",10,"UA"
"7716","JFK","LAX","<=15","<=15",3,"B6"
"7717","LGA","MCO","<=15","30-45",10,"B6"
"7718","LGA","ORD","<=15","<=15",6,"UA"
"7719","FLL","LGA",">60","45-60",1,"B6"
"7720","LGA","DFW","<=15","<=15",10,"AA"
"7721","LGA","MCO","<=15","30-45",10,"NK"
"7722","JFK","LAS","<=15","<=15",10,"AA"
"7723","SFO","EWR",">60",">60",10,"AS"
"7724","ORD","LGA","<=15","15-30",1,"AA"
"7725","JFK","LAX","<=15","<=15",4,"B6"
"7726","LAX","JFK","<=15","<=15",10,"DL"
"7727","ATL","EWR","<=15","<=15",0.25,"DL"
"7728","LGA","MCO","<=15","<=15",10,"DL"
"7729","JFK","SNA","<=15","<=15",10,"AA"
"7730","TPA","JFK","<=15","<=15",2,"B6"
"7731","LGA","DTW","<=15","<=15",9,"DL"
"7732","MCO","EWR","<=15","<=15",0.25,"UA"
"7733","JFK","MCO","<=15","<=15",10,"B6"
"7734","EWR","MIA","<=15","45-60",10,"UA"
"7735","EWR","MCO","<=15","30-45",10,"NK"
"7736","SLC","JFK",">60",">60",10,"DL"
"7737","BOS","LGA","<=15","<=15",10,"B6"
"7738","EWR","PBI","30-45",">60",9,"UA"
"7739","EWR","TPA","<=15","45-60",1.25,"UA"
"7740","EWR","MCO","<=15","15-30",10,"UA"
"7741","LGA","MSY",">60","30-45",10,"DL"
"7742","LGA","FLL","<=15","<=15",10,"B6"
"7743","SEA","JFK","15-30","30-45",10,"AS"
"7744","JFK","RSW","<=15","<=15",10,"B6"
"7745","MKE","JFK","15-30","30-45",0.75,"B6"
"7746","JFK","BUF","<=15","<=15",10,"B6"
"7747","EWR","FLL","<=15","30-45",10,"UA"
"7748","JFK","BTV","15-30","<=15",10,"B6"
"7749","ATL","JFK","<=15","<=15",0.75,"DL"
"7750","EWR","LAX","<=15","<=15",4,"B6"
"7751","EWR","RSW","<=15","30-45",10,"UA"
"7752","LGA","ORD","<=15","<=15",5,"AA"
"7753","EWR","CLE","<=15","15-30",10,"UA"
"7754","LGA","BNA",">60",">60",10,"B6"
"7755","EWR","JAC","<=15","<=15",10,"UA"
"7756","EWR","DEN","<=15","30-45",10,"UA"
"7757","LGA","MIA","<=15","<=15",10,"AA"
"7758","JFK","FLL","30-45","45-60",10,"B6"
"7759","EWR","AUS","<=15","30-45",10,"UA"
"7760","LGA","DEN","<=15","<=15",10,"UA"
"7761","LGA","CHS","<=15","<=15",10,"B6"
"7762","LGA","BOS","<=15","<=15",4,"B6"
"7763","FLL","JFK","15-30","<=15",0.75,"B6"
"7764","JFK","MIA","<=15","<=15",10,"B6"
"7765","EWR","DTW","<=15","<=15",9,"DL"
"7766","ATL","LGA","<=15","<=15",2,"DL"
"7767","JFK","BOS","<=15","<=15",4,"B6"
"7768","JFK","TPA","<=15","<=15",4,"B6"
"7769","JFK","DTW","<=15","<=15",9,"DL"
"7770","LGA","SAV","<=15","<=15",0.25,"B6"
"7771","EWR","PHX","<=15","15-30",10,"AA"
"7772","LGA","MIA",">60",">60",10,"NK"
"7773","EWR","DCA","<=15","15-30",10,"YX"
"7774","EWR","SYR","<=15","<=15",10,"YX"
"7775","EWR","PVD","<=15","<=15",6,"YX"
"7776","EWR","CMH","15-30",">60",10,"YX"
"7777","EWR","CHS","<=15","45-60",10,"YX"
"7778","IAH","EWR","15-30","<=15",0.25,"UA"
"7779","LGA","MSP","<=15","<=15",5,"YX"
"7780","LGA","EYW","<=15","30-45",10,"YX"
"7781","LGA","CLE","<=15","<=15",10,"YX"
"7782","JFK","ORD","<=15","<=15",5,"9E"
"7783","JFK","SAV","<=15","15-30",0.24,"9E"
"7784","LGA","MKE","<=15","<=15",4,"9E"
"7785","DEN","LGA","<=15","<=15",0.5,"DL"
"7786","BOS","EWR","<=15","<=15",3,"UA"
"7787","LGA","BNA","<=15","<=15",10,"YX"
"7788","JFK","BOS","<=15","<=15",8,"YX"
"7789","LGA","SDF","<=15","<=15",10,"YX"
"7790","LGA","CLT","<=15","<=15",10,"YX"
"7791","LGA","MSN","<=15","<=15",4,"YX"
"7792","LGA","IND","<=15","<=15",10,"YX"
"7793","LGA","MCI","<=15","<=15",10,"YX"
"7794","LAX","EWR","<=15","<=15",10,"B6"
"7795","ORD","EWR","15-30","15-30",0.25,"UA"
"7796","ORD","LGA","<=15","<=15",1,"UA"
"7797","ATL","JFK","<=15","<=15",0.75,"B6"
"7798","DEN","LGA","<=15","<=15",5,"UA"
"7799","PIT","EWR","<=15","<=15",0.25,"UA"
"7800","MCI","JFK","<=15","<=15",0.5,"B6"
"7801","DFW","LGA","<=15","<=15",0.5,"AA"
"7802","MIA","LGA","30-45","<=15",1,"AA"
"7803","PHX","EWR","<=15","<=15",6,"AA"
"7804","MDT","EWR","<=15","<=15",3,"YX"
"7805","ORD","EWR","<=15","<=15",0.24,"MQ"
"7806","PHL","EWR","<=15","<=15",0.25,"YX"
"7807","CLE","EWR","<=15","<=15",0.25,"YX"
"7808","TUL","LGA","<=15","<=15",0.25,"YX"
"7809","PIT","JFK","<=15","<=15",2,"YX"
"7810","RDU","LGA","<=15","<=15",10,"YX"
"7811","DCA","LGA","30-45","<=15",10,"YX"
"7812","ORF","LGA","15-30","15-30",10,"YX"
"7813","ORF","JFK","<=15","<=15",10,"YX"
"7814","BNA","JFK","<=15","<=15",0.75,"9E"
"7815","IAH","LGA","<=15","<=15",0.5,"OO"
"7816","CMH","JFK","<=15","<=15",2,"YX"
"7817","CHS","LGA","<=15","<=15",2,"9E"
"7818","ALB","LGA","<=15","<=15",10,"9E"
"7819","SYR","LGA","<=15","15-30",10,"9E"
"7820","PVD","LGA","<=15","30-45",10,"9E"
"7821","JAX","LGA","<=15","<=15",2,"YX"
"7822","EWR","MIA","<=15","45-60",10,"NK"
"7823","EWR","MCO","<=15","30-45",10,"B6"
"7824","JFK","RDU",">60",">60",10,"B6"
"7825","EWR","RDU","<=15","15-30",8,"UA"
"7826","JFK","MIA","<=15","<=15",10,"AA"
"7827","JFK","SFO","<=15","<=15",9,"DL"
"7828","MSP","JFK","<=15","<=15",3,"B6"
"7829","JFK","LAX","<=15","<=15",3,"DL"
"7830","EWR","JAX","<=15","30-45",6,"UA"
"7831","JFK","SLC","<=15","<=15",10,"DL"
"7832","LGA","ORD","<=15","<=15",4,"AA"
"7833","EWR","LAS","<=15","30-45",10,"UA"
"7834","LGA","ATL","<=15","<=15",10,"DL"
"7835","SFO","JFK","30-45",">60",10,"AS"
"7836","BNA","EWR","<=15","<=15",0.24,"UA"
"7837","EWR","ATL","<=15","15-30",10,"DL"
"7838","LGA","BOS","<=15","<=15",8,"B6"
"7839","EWR","STL","<=15","<=15",10,"UA"
"7840","LAX","JFK","<=15","<=15",10,"AA"
"7841","EWR","ATL","30-45","30-45",10,"UA"
"7842","JFK","LAS","<=15","<=15",10,"DL"
"7843","MIA","JFK","<=15","<=15",0.5,"AA"
"7844","JFK","SAT","<=15","<=15",10,"B6"
"7845","JAX","LGA","30-45","15-30",1,"B6"
"7846","JFK","SLC","45-60","15-30",10,"B6"
"7847","LGA","MSP","15-30","<=15",6,"DL"
"7848","STL","LGA","<=15","<=15",0.5,"WN"
"7849","EWR","LAX","<=15","15-30",3,"UA"
"7850","ROC","JFK","<=15","<=15",2,"B6"
"7851","LGA","DFW","<=15","<=15",10,"AA"
"7852","EWR","PHX","<=15","<=15",10,"UA"
"7853","ORD","LGA","<=15","15-30",0.25,"AA"
"7854","DAL","LGA","<=15","<=15",0.5,"WN"
"7855","JFK","MCO","15-30","<=15",10,"DL"
"7856","EWR","TYS","<=15","<=15",10,"G4"
"7857","BOS","LGA","<=15","<=15",2,"B6"
"7858","LGA","ATL","30-45","15-30",10,"F9"
"7859","MCO","LGA","<=15","<=15",1,"B6"
"7860","ATL","LGA","<=15","<=15",1,"WN"
"7861","SEA","EWR","30-45","45-60",10,"AS"
"7862","LGA","RSW","15-30","30-45",10,"DL"
"7863","MCI","LGA","<=15","<=15",0.25,"WN"
"7864","EWR","MCO","<=15","30-45",10,"UA"
"7865","EWR","ORD","<=15","15-30",5,"UA"
"7866","MCO","LGA","<=15","<=15",1,"DL"
"7867","EWR","IAD","15-30","30-45",10,"UA"
"7868","LGA","ORD","<=15","<=15",5,"UA"
"7869","LGA","DEN","<=15","<=15",10,"B6"
"7870","EWR","IAH","15-30","15-30",10,"UA"
"7871","EWR","SFO",">60","45-60",9,"UA"
"7872","LGA","CLT","<=15","<=15",10,"AA"
"7873","LGA","DCA","<=15","<=15",10,"AA"
"7874","MSP","LGA","30-45","30-45",0.5,"DL"
"7875","EWR","DFW","<=15","<=15",10,"UA"
"7876","LGA","ATL","<=15","<=15",10,"WN"
"7877","LGA","STL","<=15","<=15",10,"WN"
"7878","PBI","JFK","45-60","30-45",0.5,"B6"
"7879","BNA","JFK","<=15","<=15",3,"B6"
"7880","LGA","FLL","<=15","<=15",10,"DL"
"7881","DTW","LGA","<=15","<=15",1,"DL"
"7882","LGA","MIA","<=15","30-45",10,"NK"
"7883","PBI","EWR","<=15","<=15",0.24,"UA"
"7884","EWR","CVG","<=15","<=15",7,"YX"
"7885","EWR","GSP","<=15","30-45",10,"YX"
"7886","TPA","LGA","<=15","<=15",0.25,"B6"
"7887","CHS","JFK","<=15","<=15",0.75,"B6"
"7888","RDU","EWR","<=15","<=15",0.25,"UA"
"7889","LGA","AVL","<=15","<=15",10,"YX"
"7890","DTW","EWR","<=15","<=15",0.25,"DL"
"7891","JFK","BNA","<=15","<=15",10,"YX"
"7892","LAS","EWR","<=15","<=15",10,"UA"
"7893","JFK","BNA","<=15","<=15",10,"9E"
"7894","MDW","LGA","<=15","<=15",0.25,"WN"
"7895","LGA","CVG","<=15","<=15",7,"YX"
"7896","LGA","ORF","<=15","<=15",10,"9E"
"7897","LGA","MYR","<=15","<=15",4,"9E"
"7898","CLT","EWR","<=15","<=15",0.25,"AA"
"7899","LGA","GSP","30-45","30-45",10,"9E"
"7900","JFK","CHS","<=15","<=15",10,"9E"
"7901","LGA","ILM","<=15","<=15",10,"9E"
"7902","DEN","EWR","<=15","<=15",1.75,"UA"
"7903","CLT","LGA","<=15","<=15",1,"AA"
"7904","MIA","EWR","<=15","<=15",0.25,"UA"
"7905","FLL","EWR","<=15","<=15",0.24,"UA"
"7906","RSW","LGA","15-30","<=15",0.25,"B6"
"7907","LAX","EWR","<=15","<=15",10,"UA"
"7908","DCA","LGA","<=15","<=15",2,"AA"
"7909","BNA","LGA","<=15","<=15",0.25,"WN"
"7910","DEN","LGA","<=15","<=15",5,"B6"
"7911","DEN","LGA","<=15","<=15",5,"WN"
"7912","MSY","LGA","<=15","<=15",0.25,"DL"
"7913","PHX","JFK","<=15","<=15",10,"AA"
"7914","BOS","JFK","<=15","<=15",0.75,"B6"
"7915","MCO","JFK","<=15","<=15",0.75,"B6"
"7916","DFW","LGA","<=15","<=15",0.5,"AA"
"7917","PWM","EWR","<=15","<=15",0.25,"YX"
"7918","MSP","EWR","<=15","<=15",0.25,"OO"
"7919","ORF","EWR","<=15","<=15",0.25,"YX"
"7920","IND","EWR","<=15","<=15",0.24,"YX"
"7921","BOS","JFK","<=15","<=15",0.75,"YX"
"7922","RDU","JFK","<=15","<=15",2,"YX"
"7923","DTW","LGA","<=15","<=15",2,"YX"
"7924","ATL","LGA","<=15","<=15",1,"YX"
"7925","RIC","LGA","<=15","<=15",1,"YX"
"7926","CMH","LGA","<=15","<=15",2,"YX"
"7927","OMA","LGA","<=15","<=15",0.5,"9E"
"7928","DTW","JFK","<=15","<=15",0.75,"9E"
"7929","ORD","LGA","<=15","<=15",0.5,"OO"
"7930","JFK","LAX","<=15","<=15",3,"AA"
"7931","JFK","SEA","<=15","<=15",10,"AS"
"7932","PBI","LGA","15-30","<=15",0.5,"B6"
"7933","EWR","FLL","<=15","30-45",10,"B6"
"7934","LGA","FLL","<=15","15-30",10,"B6"
"7935","LGA","CLT","<=15","<=15",8,"AA"
"7936","LGA","ORD","15-30","<=15",5,"AA"
"7937","EWR","MSP","<=15","<=15",6,"UA"
"7938","SFO","JFK","<=15","<=15",10,"AA"
"7939","EWR","FLL","<=15","15-30",10,"UA"
"7940","AUS","EWR","<=15","<=15",1.75,"UA"
"7941","DTW","JFK","<=15","<=15",0.75,"B6"
"7942","LGA","MDW","<=15","<=15",6,"WN"
"7943","DEN","EWR","<=15","<=15",10,"UA"
"7944","BOS","EWR","<=15","<=15",0.24,"UA"
"7945","LGA","BOS","<=15","<=15",10,"B6"
"7946","EWR","PBI","<=15","30-45",10,"UA"
"7947","LGA","DAL","<=15","<=15",10,"WN"
"7948","LAX","EWR","15-30","<=15",10,"AS"
"7949","EWR","MCO","<=15","30-45",10,"UA"
"7950","BNA","EWR",">60",">60",0.25,"UA"
"7951","SAV","JFK","15-30","<=15",0.75,"B6"
"7952","FLL","LGA","30-45","<=15",0.5,"B6"
"7953","JFK","PDX","<=15","<=15",10,"AS"
"7954","FLL","EWR","<=15","<=15",0.25,"B6"
"7955","LAX","JFK","<=15","<=15",10,"B6"
"7956","EWR","BOS","<=15","<=15",10,"UA"
"7957","ATL","LGA","<=15","<=15",0.25,"DL"
"7958","JFK","PBI","<=15","<=15",10,"DL"
"7959","LGA","MCO","<=15","15-30",10,"DL"
"7960","EWR","MIA","<=15","15-30",10,"UA"
"7961","LAX","JFK","<=15","<=15",10,"DL"
"7962","EWR","FLL","<=15","15-30",10,"NK"
"7963","LGA","PBI","<=15","45-60",10,"DL"
"7964","EWR","CHS","<=15","30-45",0.5,"UA"
"7965","EWR","ORD","<=15","<=15",5,"UA"
"7966","LGA","MIA","<=15","<=15",10,"DL"
"7967","PHX","JFK","<=15","<=15",10,"DL"
"7968","EWR","CLT",">60",">60",8,"AA"
"7969","ATL","EWR","15-30","<=15",0.24,"UA"
"7970","BZN","EWR","<=15","<=15",10,"UA"
"7971","JFK","PBI","<=15","30-45",10,"B6"
"7972","EWR","CLT","<=15","<=15",8,"UA"
"7973","MCO","JFK","<=15","<=15",3,"DL"
"7974","EWR","BNA","<=15","<=15",10,"UA"
"7975","ATL","EWR","<=15","<=15",0.24,"DL"
"7976","LGA","ATL","30-45","15-30",10,"DL"
"7977","JFK","LAX","15-30","<=15",4,"B6"
"7978","LGA","MIA","<=15","<=15",10,"AA"
"7979","JFK","MIA","<=15","<=15",10,"DL"
"7980","EWR","MCI","30-45","30-45",10,"UA"
"7981","SLC","EWR","<=15","<=15",10,"DL"
"7982","JFK","TPA","<=15","<=15",5,"DL"
"7983","DTW","EWR","<=15","<=15",0.24,"UA"
"7984","JFK","BUF","15-30","<=15",10,"B6"
"7985","LGA","TPA","<=15","<=15",5,"DL"
"7986","EGE","EWR",">60",">60",10,"UA"
"7987","FLL","JFK","15-30","<=15",3,"DL"
"7988","JFK","FLL","<=15","<=15",10,"DL"
"7989","EWR","VPS","<=15","<=15",10,"G4"
"7990","EWR","MYR","<=15","30-45",4,"YX"
"7991","TPA","JFK","<=15","<=15",3,"DL"
"7992","EWR","BTV","<=15","<=15",10,"YX"
"7993","EWR","BOS","<=15","<=15",10,"YX"
"7994","EWR","MEM",">60","45-60",10,"YX"
"7995","EWR","IND","<=15","<=15",10,"YX"
"7996","FLL","LGA","<=15","<=15",0.5,"DL"
"7997","EWR","MSP","30-45","15-30",6,"OO"
"7998","EWR","GRR","30-45","30-45",5,"YX"
"7999","JAX","JFK",">60",">60",3,"B6"
"8000","LGA","DCA","<=15","<=15",10,"YX"
"8001","MCO","LGA","<=15","<=15",0.25,"NK"
"8002","DFW","EWR",">60",">60",1.75,"UA"
"8003","MIA","LGA","<=15","<=15",0.5,"DL"
"8004","ORD","JFK","<=15","15-30",3,"AA"
"8005","JFK","IND","<=15","<=15",10,"YX"
"8006","LGA","PIT","<=15","<=15",10,"YX"
"8007","LGA","AVL","<=15","<=15",10,"9E"
"8008","JFK","CLE","<=15","<=15",10,"YX"
"8009","LGA","ROA","<=15","<=15",10,"YX"
"8010","DEN","LGA","<=15","<=15",5,"UA"
"8011","MIA","JFK","15-30","<=15",3,"AA"
"8012","MSY","JFK","<=15","<=15",10,"DL"
"8013","DFW","LGA","<=15","<=15",5,"AA"
"8014","BTV","JFK","<=15","<=15",0.75,"B6"
"8015","LGA","MEM","15-30","<=15",10,"9E"
"8016","LGA","SAV","<=15","45-60",0.5,"9E"
"8017","LGA","GSO","<=15","<=15",0.24,"9E"
"8018","LGA","OMA","<=15","<=15",10,"9E"
"8019","LGA","CHO","45-60","30-45",10,"9E"
"8020","MCO","EWR","<=15","<=15",0.25,"UA"
"8021","LGA","RIC","<=15","15-30",7,"YX"
"8022","LGA","BOS","<=15","<=15",3,"YX"
"8023","PHX","EWR",">60",">60",10,"UA"
"8024","CLT","EWR","<=15","<=15",0.24,"UA"
"8025","BUF","JFK","<=15","<=15",0.75,"B6"
"8026","MSY","EWR","<=15","<=15",1.75,"UA"
"8027","BOS","LGA","<=15","<=15",1,"B6"
"8028","TPA","EWR","<=15","<=15",0.25,"UA"
"8029","SFO","JFK","<=15","<=15",10,"B6"
"8030","JAX","EWR","45-60","30-45",0.25,"UA"
"8031","ORD","EWR","<=15","<=15",1.75,"UA"
"8032","MIA","LGA","30-45","<=15",0.5,"AA"
"8033","CHS","EWR","<=15","<=15",0.24,"UA"
"8034","CLT","LGA","<=15","<=15",0.25,"AA"
"8035","RSW","EWR","<=15","<=15",0.25,"UA"
"8036","MSY","LGA","15-30","<=15",5,"B6"
"8037","MCO","EWR","15-30","30-45",0.24,"B6"
"8038","MIA","JFK","<=15","<=15",3,"B6"
"8039","SFO","EWR","45-60","30-45",10,"UA"
"8040","SRQ","EWR",">60",">60",0.25,"UA"
"8041","BGR","EWR","<=15","<=15",0.24,"YX"
"8042","PIT","EWR","<=15","<=15",0.24,"YX"
"8043","MKE","EWR","15-30","15-30",0.25,"YX"
"8044","SYR","EWR","<=15","<=15",0.24,"YX"
"8045","PVD","EWR","<=15","<=15",0.24,"YX"
"8046","GSO","EWR","<=15","<=15",0.24,"YX"
"8047","CVG","LGA","<=15","<=15",0.25,"YX"
"8048","GSO","LGA","<=15","<=15",0.25,"YX"
"8049","MCI","JFK","<=15","<=15",10,"9E"
"8050","ILM","LGA",">60",">60",1,"YX"
"8051","PIT","LGA","<=15","<=15",0.25,"YX"
"8052","BNA","JFK","<=15","<=15",3,"YX"
"8053","MKE","JFK","<=15","<=15",3,"9E"
"8054","GSO","LGA","<=15","<=15",0.25,"9E"
"8055","RDU","JFK","<=15","<=15",0.75,"9E"
"8056","CHO","LGA","<=15","<=15",1,"9E"
"8057","GSP","LGA","<=15","<=15",0.25,"9E"
"8058","SAV","LGA","<=15","<=15",0.25,"9E"
"8059","ORF","LGA","<=15","<=15",0.25,"9E"
"8060","RIC","LGA","<=15","<=15",1,"YX"
"8061","BOS","JFK","15-30","45-60",0.5,"YX"
"8062","JFK","MCO","15-30","30-45",10,"B6"
"8063","EWR","ATL","<=15","<=15",10,"NK"
"8064","PHX","JFK","<=15","<=15",10,"B6"
"8065","JFK","TPA","<=15","<=15",4,"B6"
"8066","EWR","ATL","15-30","<=15",10,"DL"
"8067","MSY","JFK","<=15","<=15",10,"B6"
"8068","SAN","JFK","15-30","15-30",10,"B6"
"8069","JFK","ATL","<=15","<=15",10,"DL"
"8070","LGA","DFW","<=15","<=15",10,"AA"
"8071","LGA","ATL","<=15","<=15",10,"DL"
"8072","EWR","SNA","15-30","<=15",2,"UA"
"8073","EWR","TPA","<=15","<=15",5,"UA"
"8074","EWR","DFW","<=15","<=15",10,"UA"
"8075","EWR","PIT","<=15","<=15",10,"NK"
"8076","LGA","BOS","<=15","<=15",3,"B6"
"8077","LGA","ORD","<=15","<=15",5,"DL"
"8078","LGA","STL","<=15","<=15",10,"WN"
"8079","LGA","DFW","30-45","15-30",10,"NK"
"8080","SFO","JFK","<=15","<=15",10,"B6"
"8081","CLE","EWR","15-30","<=15",0.25,"UA"
"8082","LGA","DEN","<=15","<=15",10,"WN"
"8083","SFO","JFK","<=15","15-30",10,"DL"
"8084","EWR","ORD",">60",">60",5,"AA"
"8085","FLL","EWR","<=15","<=15",1.75,"UA"
"8086","LGA","ORD","15-30","<=15",2.5,"AA"
"8087","LAX","JFK","<=15","<=15",10,"B6"
"8088","EWR","RSW","<=15","15-30",10,"UA"
"8089","DFW","LGA","<=15","<=15",5,"AA"
"8090","MIA","EWR","<=15","<=15",1.75,"UA"
"8091","EWR","MSY","<=15","<=15",10,"UA"
"8092","HOU","LGA","<=15","<=15",8,"WN"
"8093","EWR","DTW","<=15","<=15",9,"DL"
"8094","FLL","JFK","15-30","<=15",10,"B6"
"8095","JFK","DEN","<=15","<=15",10,"B6"
"8096","JFK","FLL","<=15","<=15",10,"B6"
"8097","LAS","EWR","15-30","15-30",10,"NK"
"8098","LGA","CLT","<=15","<=15",10,"AA"
"8099","LGA","DEN","<=15","<=15",10,"UA"
"8100","LGA","DTW","<=15","<=15",9,"NK"
"8101","BOS","LGA","<=15","<=15",0.25,"B6"
"8102","EWR","DEN","<=15","<=15",10,"UA"
"8103","MCO","JFK","30-45","15-30",3,"B6"
"8104","STL","LGA","<=15","<=15",5,"WN"
"8105","EWR","IAH","<=15","<=15",10,"UA"
"8106","LGA","DCA","<=15","<=15",10,"AA"
"8107","ATL","JFK","<=15","<=15",3,"DL"
"8108","EWR","SAT","<=15","<=15",10,"UA"
"8109","EWR","SFO","<=15","<=15",5,"UA"
"8110","EWR","LAX","<=15","<=15",4,"UA"
"8111","SAT","EWR","<=15","<=15",10,"UA"
"8112","JFK","ATL","<=15","<=15",10,"B6"
"8113","JFK","MCO","<=15","<=15",10,"DL"
"8114","EWR","SRQ","<=15",">60",10,"YX"
"8115","EWR","PIT","30-45","30-45",10,"YX"
"8116","RSW","JFK","30-45","15-30",3,"DL"
"8117","ATL","EWR","<=15","<=15",0.25,"NK"
"8118","EWR","PWM","<=15","<=15",10,"YX"
"8119","FLL","EWR","30-45","<=15",1.75,"NK"
"8120","EWR","CMH",">60",">60",10,"YX"
"8121","JFK","BOS","<=15","<=15",1.75,"YX"
"8122","LGA","CMH","<=15","<=15",10,"YX"
"8123","JFK","CMH","<=15","<=15",10,"YX"
"8124","JFK","ORH","<=15","<=15",1,"YX"
"8125","LGA","BNA","<=15","<=15",10,"YX"
"8126","JFK","RDU","<=15","<=15",5,"YX"
"8127","CLT","LGA",">60","45-60",0.5,"NK"
"8128","MIA","LGA",">60",">60",5,"AA"
"8129","LGA","XNA","<=15","<=15",10,"YX"
"8130","DFW","JFK","<=15","<=15",10,"DL"
"8131","LGA","RIC","<=15","<=15",10,"YX"
"8132","ORD","LGA","<=15","<=15",5,"DL"
"8133","JFK","MSP","<=15","<=15",9,"9E"
"8134","LGA","RDU","45-60","30-45",5,"9E"
"8135","IAH","EWR","<=15","<=15",6,"UA"
"8136","JFK","JAX","<=15","<=15",10,"9E"
"8137","LAS","JFK","<=15","<=15",10,"DL"
"8138","JFK","BGR","<=15","<=15",10,"9E"
"8139","LGA","BDL","<=15","<=15",3,"9E"
"8140","LGA","CHS","<=15","<=15",10,"9E"
"8141","JFK","BTV","<=15","<=15",10,"9E"
"8142","JFK","DTW","<=15","<=15",10,"9E"
"8143","FLL","LGA","<=15","<=15",5,"NK"
"8144","LGA","PVD","<=15","<=15",10,"9E"
"8145","EGE","JFK","<=15","<=15",10,"AA"
"8146","RDU","EWR","<=15","<=15",0.25,"UA"
"8147","IAD","EWR","<=15","<=15",0.25,"UA"
"8148","ORD","LGA","<=15","<=15",5,"AA"
"8149","LAS","EWR",">60",">60",10,"UA"
"8150","BNA","LGA","45-60","15-30",5,"B6"
"8151","DCA","LGA","<=15","<=15",0.25,"AA"
"8152","LAS","JFK","<=15","<=15",10,"B6"
"8153","ORD","EWR","<=15","<=15",6,"UA"
"8154","MIA","JFK","30-45","<=15",3,"DL"
"8155","SAN","EWR","<=15","<=15",10,"UA"
"8156","TPA","EWR","15-30","<=15",1.75,"UA"
"8157","TPA","LGA","<=15","<=15",5,"DL"
"8158","PBI","EWR","45-60","15-30",1.75,"UA"
"8159","DFW","JFK","<=15","<=15",10,"AA"
"8160","MDW","LGA","<=15","<=15",5,"WN"
"8161","RSW","EWR","<=15","<=15",1.75,"UA"
"8162","SAV","EWR","45-60","15-30",0.25,"UA"
"8163","SAV","LGA",">60","30-45",0.5,"B6"
"8164","MCO","LGA","45-60","30-45",0.5,"DL"
"8165","DEN","JFK","15-30","15-30",10,"DL"
"8166","MSY","LGA","<=15","<=15",5,"WN"
"8167","BNA","LGA","<=15","<=15",5,"WN"
"8168","DCA","EWR","<=15","<=15",0.24,"YX"
"8169","CVG","EWR","<=15","<=15",0.25,"YX"
"8170","CMH","EWR","30-45","30-45",0.25,"YX"
"8171","BNA","LGA","<=15","<=15",5,"YX"
"8172","BOS","JFK","<=15","<=15",0.5,"YX"
"8173","CVG","JFK","<=15","<=15",3,"YX"
"8174","MSP","LGA","<=15","<=15",5,"YX"
"8175","CLE","JFK","<=15","<=15",3,"YX"
"8176","MSP","JFK","<=15","<=15",10,"9E"
"8177","SAV","JFK","15-30","<=15",3,"9E"
"8178","MEM","LGA","<=15","<=15",5,"9E"
"8179","RDU","LGA","<=15","<=15",0.5,"9E"
"8180","MSN","LGA","<=15","<=15",5,"YX"
"8181","JAX","JFK","<=15","<=15",3,"YX"
"8182","BOS","LGA","<=15","<=15",0.25,"YX"
"8183","IAD","JFK","<=15","<=15",3,"YX"
"8184","JFK","SFO","<=15","<=15",10,"AS"
